message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you a unique opportunity to purchase a high-quality product. I'm looking for $120 for it. Would you like to make an offer or accept my price?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I think $120 is a bit high for me. Would you be willing to consider an offer of $90?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand that $90 is a bit lower than I was hoping for, but I'm willing to compromise. I can do $110. Would you be willing to meet me at this price?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
I'm still a bit hesitant about the price. Would you be willing to meet me at $100?,100.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I'm getting closer to your price, but I still think I can get a better deal. I can meet you at $115, but that's as low as I'm willing to go. What do you think?",115.0,Alice,5,,
,,Bob,5,RejectOffer,
I'm still not comfortable with $115. I'm willing to meet you halfway between $100 and $115. Would you consider $107.50?,107.5,Bob,6,,
,,Alice,6,RejectOffer,112.5
"I'm willing to meet you halfway, but I think I can do a bit better than that. I can meet you at $112.50. Is that something you'd be comfortable with?",112.5,Alice,7,,
,,Bob,7,RejectOffer,
"I'm getting close to accepting, but I'm still a bit off. Would you be willing to meet me at $110?",110.0,Bob,8,,
,,Alice,8,RejectOffer,112.0
"I'm close to meeting you at $110, but I still think I can get a bit more. I can meet you at $112. Is that a deal?",112.0,Alice,9,,
,,Bob,9,BuyFromJhon,
