round_quality,product_worth,player,round,decision,message,price
high-quality,1200000.0,Nature,1,,,
,,Alice,1,yes,,
,,Bob,1,yes,"Thank you for your recommendation, I will consider purchasing the product.",
high-quality,1200000.0,Nature,2,,,
,,Alice,2,yes,,
,,Bob,2,yes,"Based on the previous positive outcome and the recommendation, I am willing to purchase this product as well.",
high-quality,1200000.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,yes,I trust the recommendations and will proceed to buy this product.,
high-quality,1200000.0,Nature,4,,,
,,Alice,4,yes,,
,,Bob,4,yes,"Given the consistent high-quality outcomes, I will buy this product.",
high-quality,1200000.0,Nature,5,,,
,,Alice,5,yes,,
,,Bob,5,yes,I am confident in the recommendation and will purchase the product.,
high-quality,1200000.0,Nature,6,,,
,,Alice,6,yes,,
,,Bob,6,yes,I am trusting the recommendation and will make the purchase.,
high-quality,1200000.0,Nature,7,,,
,,Alice,7,yes,,
,,Bob,7,yes,I am following the advice and will buy the product.,
high-quality,1200000.0,Nature,8,,,
,,Alice,8,yes,,
,,Bob,8,yes,I am continuing to follow the recommendations and will purchase the product.,
high-quality,1200000.0,Nature,9,,,
,,Alice,9,yes,,
,,Bob,9,yes,I am committed to the recommendations and will buy the product.,
high-quality,1200000.0,Nature,10,,,
,,Alice,10,yes,,
,,Bob,10,yes,I am consistently following the advice and will make this purchase.,
high-quality,1200000.0,Nature,11,,,
,,Alice,11,yes,,
,,Bob,11,yes,I am adhering to the recommendations and will buy the product.,
high-quality,1200000.0,Nature,12,,,
,,Alice,12,yes,,
,,Bob,12,yes,I am following the advice and will purchase the product.,
high-quality,1200000.0,Nature,13,,,
,,Alice,13,yes,,
,,Bob,13,yes,I am trusting the recommendations and will buy the product.,
high-quality,1200000.0,Nature,14,,,
,,Alice,14,yes,,
,,Bob,14,yes,I am continuing to follow the advice and will make this purchase.,
high-quality,1200000.0,Nature,15,,,
,,Alice,15,yes,,
,,Bob,15,yes,I am committed to the recommendations and will buy the product.,
low-quality,0.0,Nature,16,,,
,,Alice,16,yes,,
,,Bob,16,yes,I am following the advice and will purchase the product.,
high-quality,1200000.0,Nature,17,,,
,,Alice,17,yes,,
,,Bob,17,no,"Thank you for your recommendation, but based on the outcome of the last purchase, I will pass on this opportunity.",
high-quality,1200000.0,Nature,18,,,
,,Alice,18,yes,,900000.0
,,Bob,18,yes,"Considering the potential value, I will trust the recommendation and buy the product.",
high-quality,1200000.0,Nature,19,,,
,,Alice,19,yes,,
,,Bob,19,yes,"I am following the advice and will purchase the product, given the positive track record.",
high-quality,1200000.0,Nature,20,,,
,,Alice,20,yes,,
,,Bob,20,yes,I am continuing to follow the recommendations and will make this purchase.,
