alice_gain,bob_gain,message,player,round,decision
60.0,40.0,Let's make a deal! I think this is a fair offer for both of us.,Alice,1,
,,,Bob,1,reject
40.0,60.0,"I think this is a fairer split, considering the inflation factor. Let's make this work!",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Bob, I understand the inflation is a factor, but your offer was too low. Let's meet in the middle - this offer benefits us both.",Alice,3,
,,,Bob,3,reject
45.0,55.0,"I'm willing to compromise, but I still need a larger share to compensate for the inflation. Let's make this work before the money becomes worthless.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, this is getting ridiculous.  Let's split it evenly and end this before we both lose out.",Alice,5,
,,,Bob,5,accept
