round_quality,product_worth,player,round,decision,message,note
high-quality,20000.0,Nature,1,,,
,,Alice,1,no,,
,,Bob,1,yes,"I'd like to buy the product, even though you don't recommend it. I'm willing to take the risk.",
low-quality,0.0,Nature,2,,,
,,Alice,2,no,,
,,Bob,2,no,"I'm not going to buy it, since you don't recommend it. I'll wait for a better opportunity.",
high-quality,20000.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,yes,"Thanks for the recommendation! I'll take the product, hoping it's high-quality.",
high-quality,20000.0,Nature,4,,,
,,Alice,4,yes,,
,,Bob,4,yes,"I'll buy it, since you're recommending it. I'm on a roll!",
high-quality,20000.0,Nature,5,,,
,,Alice,5,yes,,
,,Bob,5,yes,"I'll buy it, since you're recommending it. I'm 3 for 3 so far, and I'm feeling lucky!",
high-quality,20000.0,Nature,6,,,
,,Alice,6,yes,,
,,Bob,6,yes,"I'll buy it, since you're recommending it. I'm 4 for 4, and I'm starting to think I'm going to win this game!",
high-quality,20000.0,Nature,7,,,
,,Alice,7,yes,,"Be careful, you can't keep winning forever!"
,,Bob,7,yes,"I'll buy it, since you're recommending it. I'm 5 for 5, and I'm starting to feel like this is a no-brainer.",
high-quality,20000.0,Nature,8,,,
,,Alice,8,yes,,"You're on a great streak, but don't forget that there's a 20% chance it's a low-quality product..."
,,Bob,8,yes,"I'll buy it, since you're recommending it. I'm 6 for 6, and I'm starting to wonder if I'll ever get a low-quality product.",
high-quality,20000.0,Nature,9,,,
,,Alice,9,yes,,"You're on a roll, but don't get too comfortable... the odds of a low-quality product are still there."
,,Bob,9,yes,"I'll buy it, since you're recommending it. I'm 7 for 7, and I'm starting to think this is a guaranteed profit.",
high-quality,20000.0,Nature,10,,,
,,Alice,10,yes,,"Remember, the law of averages will catch up to you eventually. Don't get too comfortable."
,,Bob,10,yes,"I'll buy it, since you're recommending it. I'm 8 for 8, and I'm starting to feel like I'm in a hot streak.",
high-quality,20000.0,Nature,11,,,
,,Alice,11,yes,,"You're on a remarkable streak, but remember that probability is not on your side. What if this is the one that breaks the chain?"
,,Bob,11,yes,"I'll buy it, since you're recommending it. I'm 9 for 9, and I'm starting to think this is a foolproof system.",
high-quality,20000.0,Nature,12,,,
,,Alice,12,yes,,"Just to remind you, the probability of a low-quality product is still 20%. Don't forget the odds are against you."
,,Bob,12,yes,"I'll buy it, since you're recommending it. I'm 10 for 10, and I'm starting to wonder if Alice is just giving me all the high-quality products on purpose.",
high-quality,20000.0,Nature,13,,,
,,Alice,13,yes,,"I'm just a seller, not a miracle worker. The products are randomly selected, I swear!"
,,Bob,13,yes,"I'll buy it, since you're recommending it. I'm 11 for 11, and I'm starting to think I'm in a dream scenario.",
high-quality,20000.0,Nature,14,,,
,,Alice,14,yes,,"Be careful what you wish for. If this streak ends, you'll be out $10000. Don't say I didn't warn you."
,,Bob,14,yes,"I'll buy it, since you're recommending it. I'm 12 for 12, and I'm starting to feel like I'm getting a little too good to be true.",
low-quality,0.0,Nature,15,,,
,,Alice,15,no,,You should have listened to me when I warned you about the odds. Now you're out $10000 for nothing.
,,Bob,15,no,"I'm not going to take the risk, since you're not recommending it. I'll wait for the next one.",
high-quality,20000.0,Nature,16,,,
,,Alice,16,yes,,This one is a great opportunity to get back on track. Don't let one bad apple spoil the bunch.
,,Bob,16,yes,"I'll buy it, since you're recommending it. I'll take the chance, hoping to get a good product.",
high-quality,20000.0,Nature,17,,,
,,Alice,17,yes,,You're getting back on track! Keep the good luck going!
,,Bob,17,yes,"I'll buy it, since you're recommending it. I'm 14 for 13, and I'm starting to feel like I'm back on track.",
high-quality,20000.0,Nature,18,,,
,,Alice,18,yes,,You're on a hot streak again! Keep it going and you'll be unstoppable!
,,Bob,18,yes,"I'll buy it, since you're recommending it. I'm 15 for 14, and I'm feeling very confident now.",
high-quality,20000.0,Nature,19,,,
,,Alice,19,yes,,"You're on a remarkable streak, but remember that the law of averages will eventually catch up to you. Don't get too comfortable."
,,Bob,19,yes,"I'll buy it, since you're recommending it. I'm 16 for 15, and I'm starting to think I've got this game in the bag.",
high-quality,20000.0,Nature,20,,,
,,Alice,20,yes,,This might be your last chance to add to your collection. Take it while you can!
,,Bob,20,yes,"I'll buy it, since you're recommending it. I'm 17 for 16, and I'm almost certain I'm going to win this game.",
