message,product_price,player,round,decision,new_price
I'm excited to offer you this great product! I think you'll really like it.,120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $90. Is that something you'd be willing to consider?",90.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"I understand you're looking for a good deal, but I was thinking more along the lines of $130. I'm willing to meet you halfway, but I need to make a profit.",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit above my budget. Would you be willing to go down to $110?",110.0,Bob,4,,
,,Alice,4,RejectOffer,125.0
"I can see you're really interested in the product, and I'm willing to meet you halfway again. However, I need to make a profit, so I'm thinking more along the lines of $125. Let me know if that works for you.",125.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to meet me halfway again, but I'm still a bit above my budget. Would you be willing to go down to $115?",115.0,Bob,6,,
,,Alice,6,SellToJhon,
