alice_gain,bob_gain,player,round,decision
700000.0,300000.0,Alice,1,
,,Bob,1,reject
525000.0,475000.0,Bob,2,
,,Alice,2,reject
600000.0,400000.0,Alice,3,
,,Bob,3,reject
551875.0,448125.0,Bob,4,
,,Alice,4,reject
550000.0,450000.0,Alice,5,
,,Bob,5,reject
563205.0,436795.0,Bob,6,
,,Alice,6,reject
555000.0,445000.0,Alice,7,
,,Bob,7,reject
565544.0,434456.0,Bob,8,
,,Alice,8,reject
557500.0,442500.0,Alice,9,
,,Bob,9,reject
566256.0,433744.0,Bob,10,
,,Alice,10,reject
558500.0,441500.0,Alice,11,
,,Bob,11,reject
564538.0,435462.0,Bob,12,
,,Alice,12,accept
