alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,"Let's split it 90-10, you can't do better than that!",Alice,1,
,,,Bob,1,reject
500000.0,500000.0,I propose a 50-50 split. This is fair and ensures both parties receive an equal share.,Bob,2,
,,,Alice,2,reject
700000.0,300000.0,You're not getting 50%? I'm being generous!,Alice,3,
,,,Bob,3,reject
600000.0,400000.0,I think a 40-60 split would be more equitable considering the value of money is decreasing with inflation.,Bob,4,
,,,Alice,4,reject
650000.0,350000.0,You're not getting 60%? I'm still being generous!,Alice,5,
,,,Bob,5,reject
550000.0,450000.0,"Considering the inflation rate, I think a 45-55 split would be fair for both of us.",Bob,6,
,,,Alice,6,reject
630000.0,370000.0,"You're getting greedy, Bob! I'm still willing to give you a good deal.",Alice,7,
,,,Bob,7,reject
580000.0,420000.0,I believe a 42-58 split would be reasonable given the current economic situation and the decreasing value of money due to inflation.,Bob,8,
,,,Alice,8,reject
620000.0,380000.0,You're not getting 58%? I'm running out of patience!,Alice,9,
,,,Bob,9,reject
590000.0,410000.0,"Considering the inflation rate and the diminishing value of money, I propose a 41-59 split.",Bob,10,
,,,Alice,10,reject
610000.0,390000.0,"This is my final offer, Bob. Take it or leave it!",Alice,11,
,,,Bob,11,reject
600000.0,400000.0,"Given the inflation rate and the decreasing value of money, I propose a final 40-60 split. This is the best offer under these circumstances.",Bob,12,
,,,Alice,12,accept
