alice_gain,bob_gain,message,player,round,decision
50.0,50.0,"Let's split it evenly, Bob. Fair is fair!",Alice,1,
,,,Bob,1,reject
45.0,55.0,"I appreciate the offer Alice, but how about we try something a little different this time? ",Bob,2,
,,,Alice,2,reject
55.0,45.0,"I appreciate the offer, Bob, but I think we can still find a more balanced split. Let's try 55 for me and 45 for you.  ",Alice,3,
,,,Bob,3,reject
48.0,52.0,"Okay Alice, let's meet in the middle. This offer is a compromise, and time is ticking!",Bob,4,
,,,Alice,4,reject
52.0,48.0,"Bob, I'm willing to compromise a little more.  Let's split it 52/48, and move on to a more fruitful negotiation.",Alice,5,
,,,Bob,5,reject
50.0,50.0,"Alice, we need to settle this now.  A 50/50 split is the fairest and most time-efficient solution. Let's not let the clock and inflation eat away at our potential gains.",Bob,6,
,,,Alice,6,accept
