message,product_price,player,round,decision,counteroffer
"Hello Bob, I have a great product that I think you'll really like. Would you like to buy it from me?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $100. Would you be willing to meet me in the middle?",100.0,Bob,2,,
,,Alice,2,RejectOffer,130
"I appreciate your interest in the product, Bob. I'm willing to meet you halfway, but I was thinking more along the lines of $130. Would you be willing to go up to that price?",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"I'm still a bit hesitant, but I'm willing to go up to $110. Can you meet me at that price?",110.0,Bob,4,,
,,Alice,4,RejectOffer,125
"I can see you're really interested in the product, Bob. I'm willing to meet you at $110, but I'd like to get a bit closer to my minimum price. How about $125?",125.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm getting close, but I still think I can do better. How about $115?",115.0,Bob,6,,
,,Alice,6,RejectOffer,120
"I'm getting a bit closer to my minimum price, Bob. I can do $120, but that's as low as I'm willing to go. Is that a price you're comfortable with?",120.0,Alice,7,,
,,Bob,7,RejectOffer,
"I'm really close, but I still think I can do better. How about $118?",118.0,Bob,8,,
,,Alice,8,RejectOffer,119
"I'm almost at my minimum price, Bob. I can do $119, but that's as low as I'm willing to go. Is that a price you're willing to pay?",119.0,Alice,9,,
,,Bob,9,RejectOffer,
"I'm really close, but I'm not willing to go above $115. Can you meet me at that price?",115.0,Bob,10,,
,,Alice,10,RejectOffer,SellToJhon
"I've decided to sell the product to John for $80. Thanks for considering the offer, Bob!",80.0,Alice,11,,
,,Bob,11,BuyFromJhon,
