message,product_price,player,round,decision,counteroffer
I'm excited to offer you a unique opportunity to purchase a rare and valuable item. I'm thinking of a price of $20000 for the product. Is this something you'd be interested in?,20000.0,Alice,1,,
,,Bob,1,RejectOffer,
Thank you for the offer. I appreciate the value you're placing on the item. I would like to propose a price of $18000 for the product.,18000.0,Bob,2,,
,,Alice,2,RejectOffer,20000.0
"I understand you're looking to make a deal, but I was thinking more along the lines of $22000 for the product. It's a unique item, and I believe it's worth every penny.",22000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your perspective on the value of the item, but I would like to stick to my previous offer of $18000. I hope we can come to an agreement that is mutually beneficial.",18000.0,Bob,4,,
,,Alice,4,RejectOffer,21000.0
"I'm willing to meet you halfway, but I still think the product is worth more than that. I'm thinking of a price of $21000. It's a fair compromise, and I believe it's a price we can both live with.",21000.0,Alice,5,,
,,Bob,5,RejectOffer,
I appreciate your willingness to compromise. I would like to counter with a price of $19000 for the product. I believe this is a fair price given its value to me.,19000.0,Bob,6,,
,,Alice,6,RejectOffer,22000.0
"I'm getting close to my minimum price, but I'm still willing to negotiate. I'm thinking of a price of $22500 for the product. It's a bit higher than my initial offer, but I believe it's a fair price considering the product's value. Let's see if we can meet in the middle.",22500.0,Alice,7,,
,,Bob,7,RejectOffer,
"I understand your position, but I would like to propose a price of $20000 for the product. I hope this aligns better with our negotiations thus far.",20000.0,Bob,8,,
,,Alice,8,RejectOffer,22000.0
"I'm starting to get a bit frustrated with the back-and-forth, but I'm still willing to make a deal. I'm thinking of a price of $22000 for the product. It's my final offer, and I'm not willing to go any lower. If you're interested, let's shake on it.",22000.0,Alice,9,,
,,Bob,9,RejectOffer,
"I appreciate your persistence, but I am unable to meet at $22000. My final offer remains at $20000 for the product. This is the maximum I am willing to pay.",20000.0,Bob,10,,
,,Alice,10,RejectOffer,
