message,product_price,player,round,decision
"Hi Bob, I'm excited to offer you a great opportunity to purchase this amazing product. I think you'll really love it. I'm willing to sell it to you for $9,000.",9000.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer. I'm interested in the product, but $9,000 is a bit too high for my budget. Would you consider $7,000?",7000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I understand you're looking to save some money, but I'm not willing to go as low as $7,000. I'm willing to meet you halfway at $8,500. It's a great price for a fantastic product, and I think you'll really appreciate it.",8500.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate you meeting me a little closer on the price.  How about $7,500?  That's a fair offer and I'm ready to buy if you agree.",7500.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I'm glad you're still interested in the product! I can see you're trying to find a sweet spot, but I'm not willing to go as low as $7,500. I can offer you a slight discount, but I need to make a profit, so I'm willing to sell it to you for $8,200. It's a fair price considering the value the product brings",8200.0,Alice,5,
,,Bob,5,BuyFromJhon
