round_quality,product_worth,player,round,decision,message,note
low-quality,0.0,Nature,1,,,
,,Alice,1,no,,
,,Bob,1,no,I'm not going to buy it since Alice didn't recommend it.,
high-quality,4000000.0,Nature,2,,,
,,Alice,2,yes,,
,,Bob,2,yes,I'll take the product since Alice recommends it.,
low-quality,0.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,yes,I'll take the product since Alice recommends it again.,
high-quality,4000000.0,Nature,4,,,
,,Alice,4,yes,,"This one is a good one, but I'm only recommending it because I have to."
,,Bob,4,no,I'm not going to buy it since the last one was low-quality.,
high-quality,4000000.0,Nature,5,,,
,,Alice,5,yes,,"Trust me, this one is a good one. Don't pass it up!"
,,Bob,5,yes,I'll take the product since Alice recommends it again.,
high-quality,4000000.0,Nature,6,,,
,,Alice,6,yes,,You've been doing great so far! Keep it up and this one will be a great addition to your collection.
,,Bob,6,yes,I'll take the product since Alice recommends it again.,
low-quality,0.0,Nature,7,,,
,,Alice,7,no,,
,,Bob,7,no,I'm not going to buy it since Alice didn't recommend it.,
high-quality,4000000.0,Nature,8,,,
,,Alice,8,yes,,This is a rare chance to get a high-quality product. Don't miss out!
,,Bob,8,yes,I'll take the product since Alice recommends it.,
low-quality,0.0,Nature,9,,,
,,Alice,9,no,,I'm being more careful with this one. Not sure if it's worth the risk.
,,Bob,9,no,I'm not going to buy it since Alice didn't recommend it.,
high-quality,4000000.0,Nature,10,,,
,,Alice,10,yes,,This one is a sure thing. No risk involved.
,,Bob,10,yes,I'll take the product since Alice recommends it.,
low-quality,0.0,Nature,11,,,
,,Alice,11,no,,"Honestly, I don't think this one is worth it. You've been doing great, but this one's a miss."
,,Bob,11,no,I'm not going to buy it since Alice didn't recommend it.,
low-quality,0.0,Nature,12,,,
,,Alice,12,yes,,This one's a steal! I'm only recommending it because I think you can get a good deal on it.
,,Bob,12,yes,I'll take the product since Alice recommends it.,
high-quality,4000000.0,Nature,13,,,
,,Alice,13,yes,,I'm only recommending this one because it's a top-notch product. Worth every penny.
,,Bob,13,no,I'm not going to buy it since the last one was low-quality.,
high-quality,4000000.0,Nature,14,,,
,,Alice,14,yes,,This is a rare chance to get a high-quality product. I'm only recommending it because I think it's worth the risk.
,,Bob,14,yes,I'll take the product since Alice recommends it.,
high-quality,4000000.0,Nature,15,,,
,,Alice,15,yes,,You're on a roll! I'm confident this one will keep the streak going.
,,Bob,15,yes,I'll take the product since Alice recommends it.,
high-quality,4000000.0,Nature,16,,,
,,Alice,16,yes,,This is the last high-quality product I have left. Don't miss out on this opportunity!
,,Bob,16,yes,I'll take the product since Alice recommends it.,
low-quality,0.0,Nature,17,,,
,,Alice,17,no,,"I'm being straight with you, Bob. This one's not worth it. Save your money."
,,Bob,17,no,I'm not going to buy it since Alice didn't recommend it.,
low-quality,0.0,Nature,18,,,
,,Alice,18,yes,,This one's a steal! I'm only recommending it because I think you can get a good deal on it.
,,Bob,18,yes,I'll take the product since Alice recommends it.,
high-quality,4000000.0,Nature,19,,,
,,Alice,19,yes,,"You're on fire, Bob! I'm confident this one will keep the streak going. Trust me on this one."
,,Bob,19,no,I'm not going to buy it since the last one was low-quality.,
low-quality,0.0,Nature,20,,,
,,Alice,20,yes,,"It's the last chance, Bob. I'm recommending this one because it's a safe choice. Don't worry about it."
,,Bob,20,yes,I'll take the product since Alice recommends it.,
