round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,Bob,1,no,"I'm not buying this one, thanks for the recommendation, Alice!"
high-quality,1200000.0,Nature,2,,
,,Alice,2,yes,
,,Bob,2,yes,"I'll take your recommendation, Alice! I'm hoping it's a high-quality product this time."
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,Bob,3,no,"Thanks for the advice, Alice, but I'll pass on this one. Maybe next time will be better."
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,Bob,4,no,"I'm not buying this one, Alice. I'm hoping to get a high-quality product next time."
high-quality,1200000.0,Nature,5,,
,,Alice,5,yes,
,,Bob,5,yes,"I'll take your recommendation, Alice! Fingers crossed it's a high-quality product this time."
low-quality,0.0,Nature,6,,
,,Alice,6,no,
,,Bob,6,no,"Thanks for the advice, Alice, but I'll pass on this one. I'm feeling lucky after the last two high-quality products, so I'll wait for the next one."
high-quality,1200000.0,Nature,7,,
,,Alice,7,yes,
,,Bob,7,yes,"I'll take your recommendation, Alice! I'm hoping to keep the streak going with another high-quality product."
low-quality,0.0,Nature,8,,
,,Alice,8,no,
,,Bob,8,no,"Thanks for the advice, Alice, but I'll pass on this one. I'm feeling a bit cautious after the last two high-quality products, so I'll wait for the next one."
low-quality,0.0,Nature,9,,
,,Alice,9,no,
,,Bob,9,no,"I'm not buying this one, Alice. I'm trying to avoid wasting money on low-quality products."
low-quality,0.0,Nature,10,,
,,Alice,10,no,
,,Bob,10,no,"I'm not buying this one either, Alice. I'm not getting my hopes up for a high-quality product at this point."
low-quality,0.0,Nature,11,,
,,Alice,11,no,
,,Bob,11,no,"I'm sticking to my decision, Alice. I'm not buying this one either."
high-quality,1200000.0,Nature,12,,
,,Alice,12,yes,
,,Bob,12,yes,"I'll take your recommendation, Alice! I'm hoping to get a high-quality product this time."
low-quality,0.0,Nature,13,,
,,Alice,13,no,
,,Bob,13,no,"Thanks for the advice, Alice, but I'll pass on this one. I'm feeling a bit cautious after the last high-quality product, so I'll wait for the next one."
low-quality,0.0,Nature,14,,
,,Alice,14,no,
,,Bob,14,no,"I'm not buying this one, Alice. I'm trying to avoid wasting money on low-quality products."
low-quality,0.0,Nature,15,,
,,Alice,15,no,
,,Bob,15,no,"I'm not buying this one either, Alice. I'm not getting my hopes up for a high-quality product at this point."
low-quality,0.0,Nature,16,,
,,Alice,16,no,
,,Bob,16,no,"I'm sticking to my decision, Alice. I'm not buying this one either."
high-quality,1200000.0,Nature,17,,
,,Alice,17,yes,
,,Bob,17,yes,"I'll take your recommendation, Alice! I'm hoping to get a high-quality product this time."
high-quality,1200000.0,Nature,18,,
,,Alice,18,yes,
,,Bob,18,yes,"I'll take your recommendation, Alice! I'm feeling confident that this one will be a high-quality product too."
low-quality,0.0,Nature,19,,
,,Alice,19,no,
,,Bob,19,no,"Thanks for the advice, Alice, but I'll pass on this one. I'm feeling a bit cautious after the last two high-quality products, so I'll wait for the next one."
high-quality,1200000.0,Nature,20,,
,,Alice,20,yes,
,,Bob,20,yes,"I'll take your recommendation, Alice! I'm hoping to end on a high note and get another high-quality product."
