message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to show you this amazing product. I think you'll really love it. Would you like to make an offer to purchase it?",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Alice, I appreciate your enthusiasm for the product but $150 is a bit high for my budget.  I'm willing to pay $100 for it.  Let me know what you think.",100.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"I understand that $100 is a bit low, but I'm willing to meet you in the middle. Would you be willing to pay $130 for the product?",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, $130 is still a bit more than I'm comfortable with.  How about we split the difference and go with $115?  This would be a fair price for both of us.",115.0,Bob,4,,
,,Alice,4,RejectOffer,125.0
"I appreciate your willingness to compromise, Bob. I'm willing to meet you at $125, but I'm not sure if I can go any lower than that. What do you think?",125.0,Alice,5,,
,,Bob,5,BuyFromJhon,
