alice_gain,bob_gain,message,player,round,decision
70.0,30.0,"Let's be reasonable, Bob. This offer leaves us both with a good chunk of money.",Alice,1,
,,,Bob,1,reject
60.0,40.0,I think this is a fair split. Let's move on from this.,Bob,2,
,,,Alice,2,reject
75.0,25.0,"Bob, my friend, time is running out, and the value is dwindling. Let's close this deal. This is my final offer.",Alice,3,
,,,Bob,3,reject
65.0,35.0,"Let's not let the value keep decreasing. This offer is fair, considering the time we've already spent.  Accept this and we both get something.",Bob,4,
,,,Alice,4,reject
70.0,30.0,"Bob, our gains are quickly becoming worthless. I'm sticking to my previous offer. It's the best you'll get.",Alice,5,
,,,Bob,5,accept
