alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's start with a fair split.  I'm happy to negotiate further if you think it's not quite right.,Alice,1,
,,,Bob,1,reject
3000.0,7000.0,"I'm looking for a bigger share, but willing to compromise.",Bob,2,
,,,Alice,2,reject
5000.0,5000.0,"Let's try a 50/50 split this time. We're both losing money with every round, so I think it's in our best interest to come to an agreement.",Alice,3,
,,,Bob,3,reject
2000.0,8000.0,"I'm still looking for a better deal, but willing to compromise on the lower end.",Bob,4,
,,,Alice,4,reject
4000.0,6000.0,"We're getting closer to the end.  Let's meet in the middle. I'll accept a 40/60 split, but we need to agree soon or we'll both lose out.",Alice,5,
,,,Bob,5,reject
1000.0,9000.0,"I'm not budging much, but I'm willing to give you a slightly smaller share to get this done.",Bob,6,
,,,Alice,6,reject
3000.0,7000.0,We're running out of time!  I'm willing to take a smaller share to avoid getting nothing.  Let's do 30/70 and call it a day.,Alice,7,
,,,Bob,7,accept
