alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,Let's split the money evenly. It's fair and simple.,Alice,1,
,,,Bob,1,reject
400000.0,600000.0,I'll give you a slightly better offer. You can't do much better than this.,Bob,2,
,,,Alice,2,reject
600000.0,400000.0,I think we can both benefit more by adjusting the division. This proposal aims for a more equitable distribution.,Alice,3,
,,,Bob,3,reject
450000.0,550000.0,I'll try to make a more aggressive offer. You're not getting the better deal you think you are.,Bob,4,
,,,Alice,4,reject
550000.0,450000.0,I believe in fairness and mutual benefit. This proposal seeks to balance our shares while considering the value of money over time.,Alice,5,
,,,Bob,5,reject
500000.0,500000.0,I'm not going to make another offer that's not fair. It's time to settle for a 50/50 split.,Bob,6,
,,,Alice,6,accept
