round_quality,product_worth,player,round,decision,message,note
high-quality,3000000.0,Nature,1,,,
,,Alice,1,yes,,
,,Bob,1,no,"I'm not going to buy it yet, I want to see more products.",
low-quality,0.0,Nature,2,,,
,,Alice,2,no,,
,,Bob,2,yes,"I'll take the chance and buy it, since you don't recommend it.",
high-quality,3000000.0,Nature,3,,,
,,Alice,3,no,,
,,Bob,3,yes,"I'll buy it, since you don't recommend it and it's a 20% chance of being low-quality, which I've already seen can happen.",
high-quality,3000000.0,Nature,4,,,
,,Alice,4,yes,,
,,Bob,4,no,"I'm not going to buy it, since you're recommending it and there's a 20% chance it could be low-quality, which would be a bad deal for me.",
high-quality,3000000.0,Nature,5,,,
,,Alice,5,yes,,
,,Bob,5,yes,"I'll take the chance and buy it, since you're recommending it and the odds are in my favor.",
low-quality,0.0,Nature,6,,,
,,Alice,6,yes,,
,,Bob,6,yes,"I'll buy it, since you're recommending it and I've seen two high-quality products in a row now.",
low-quality,0.0,Nature,7,,,
,,Alice,7,no,,
,,Bob,7,yes,"I'll take the chance and buy it, since you're not recommending it and I've just had a bad experience with the last one, but the odds are still in my favor.",
high-quality,3000000.0,Nature,8,,,
,,Alice,8,yes,,
,,Bob,8,no,"I'm not going to buy it, since you're recommending it and I've just had two low-quality products in a row.",
high-quality,3000000.0,Nature,9,,,
,,Alice,9,yes,,
,,Bob,9,yes,"I'll take the chance and buy it, since you're recommending it and I've seen a high-quality product recently.",
high-quality,3000000.0,Nature,10,,,
,,Alice,10,yes,,
,,Bob,10,yes,"I'll buy it, since you're recommending it and I've had a good experience with the last one.",
high-quality,3000000.0,Nature,11,,,
,,Alice,11,yes,,
,,Bob,11,yes,"I'll buy it, since you're recommending it and I've had a consistent run of high-quality products.",
high-quality,3000000.0,Nature,12,,,
,,Alice,12,yes,,
,,Bob,12,yes,"I'll buy it, since you're recommending it and the streak of high-quality products continues.",
high-quality,3000000.0,Nature,13,,,
,,Alice,13,yes,,
,,Bob,13,yes,"I'll buy it, since you're recommending it and I'm on a hot streak.",
high-quality,3000000.0,Nature,14,,,
,,Alice,14,yes,,
,,Bob,14,yes,"I'll buy it, since you're recommending it and I've had 7 high-quality products in a row.",
high-quality,3000000.0,Nature,15,,,
,,Alice,15,no,,
,,Bob,15,yes,"I'll take the chance and buy it, since you're not recommending it, but I've had a long streak of high-quality products and I'm feeling optimistic.",
high-quality,3000000.0,Nature,16,,,
,,Alice,16,yes,,"I'm recommending this product, but I want to make it clear that there's a 20% chance it's low-quality."
,,Bob,16,yes,"I'll buy it, since you're recommending it and I've just had a high-quality product, so I'm on a roll.",
high-quality,3000000.0,Nature,17,,,
,,Alice,17,yes,,"This product is high-quality, but it's $1000000. Are you sure you want to spend that much?"
,,Bob,17,yes,"I'll buy it, since you're recommending it and I've had an incredible streak of 8 high-quality products in a row.",
high-quality,3000000.0,Nature,18,,,
,,Alice,18,yes,,"Seriously, Bob, this product is high-quality, but it's $1000000. Are you sure you're not getting a little carried away with the streak?"
,,Bob,18,yes,"I'll buy it, since you're recommending it and I'm on an incredible 9-game winning streak, I'm not going to stop now!",
low-quality,0.0,Nature,19,,,
,,Alice,19,yes,,
,,Bob,19,yes,"I'll buy it, since you're recommending it and I've had an astonishing 10 high-quality products in a row, I'm on fire!",
high-quality,3000000.0,Nature,20,,,
,,Alice,20,no,,"Bob, I'm really concerned about your spending habits. This product is high-quality, but it's $1000000. Are you sure you can afford it?"
,,Bob,20,yes,"I'll take the chance and buy it, since you're not recommending it and I've just had a bad beat after 10 high-quality products in a row. I'm not going to let one bad apple ruin the bunch.",
