alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's be fair, Bob. I take a bit more upfront, but we both leave with something good.",Alice,1,
,,,Bob,1,reject
5500.0,4500.0,"I understand you want a larger share, but it needs to be more equitable.  This offer is better for both of us in the long run.",Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"Bob, this is a compromise.  I'm taking a smaller cut than my initial offer, acknowledging the time pressure.",Alice,3,
,,,Bob,3,reject
5200.0,4800.0,"Alice, time is running out. This offer is a good balance - it acknowledges the decreasing value while still giving us both a decent share.",Bob,4,
,,,Alice,4,reject
5500.0,4500.0,"Bob, let's be realistic.  The clock is ticking, and this is a fair deal considering the circumstances.",Alice,5,
,,,Bob,5,accept
