message,product_price,player,round,decision,counteroffer
I'm excited to offer you this unique opportunity to purchase a valuable product. I believe it's worth considering a price of $950000 for it.,950000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I appreciate your offer, but I think the price is a bit high. I'd like to make a counteroffer of $850000 for the product. I believe this is a fair price considering its value.",850000.0,Bob,2,,
,,Alice,2,RejectOffer,900000.0
"I understand you're looking for a fair price, but I believe the product's value justifies a higher price. I'm willing to meet you halfway, but I need $920000 to make it worth my while.",920000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I understand your concerns about the product's value, but I'm still not comfortable with the price. I'm willing to meet you halfway, but I can only go up to $870000. I hope we can find a mutually beneficial price.",870000.0,Bob,4,,
,,Alice,4,RejectOffer,915000.0
"I appreciate your flexibility, but I still need to make a profit. I'm willing to compromise further, but I need $915000 to be worth it. Let's meet in the middle again.",915000.0,Alice,5,,
,,Bob,5,RejectOffer,
"I understand your need to make a profit, but I'm getting close to my budget. I'm willing to make one more compromise, but I can only go up to $880000. I hope we can find a price that works for both of us.",880000.0,Bob,6,,
,,Alice,6,RejectOffer,912500.0
"I appreciate your willingness to compromise, but I'm not ready to give up yet. I'll meet you at $900000, which is a slight increase from my previous offer. Let's see if we can finalize the deal.",900000.0,Alice,7,,
,,Bob,7,BuyFromJhon,
