message,product_price,player,round,decision
Hello Bob! I'm excited to offer you this amazing product for sale. I think it's a great opportunity for you to get a fantastic deal. I'm willing to sell it to you for $120.,120.0,Alice,1,
,,Bob,1,RejectOffer
"I appreciate your offer, but I was thinking more along the lines of $90. I'm willing to meet you halfway and make a compromise. Would you be willing to sell it to me for $90?",90.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your counteroffer, Bob. I appreciate your willingness to compromise. However, I was thinking more along the lines of $110. I'm willing to meet you halfway from my original offer, but I need to make sure I get a good price for the product. Would you be willing to sell it to me for $110?",110.0,Alice,3,
,,Bob,3,RejectOffer
"I understand your perspective, but I'm still looking to save as much as possible. I'm willing to meet you halfway from your new offer, so I'll make a counteroffer of $100. Would you be willing to sell it to me for $100?",100.0,Bob,4,
,,Alice,4,RejectOffer
"I understand that you're looking to save as much as possible, Bob, but I'm not willing to go any lower than $105. I've already compromised quite a bit, and I need to make sure I get a good price for the product. Would you be willing to meet me at $105?",105.0,Alice,5,
,,Bob,5,RejectOffer
"I understand your concerns, but I'm still not comfortable with the price. I'm willing to make one more counteroffer. I'll meet you halfway from your new offer, so I'll offer $102.50. Would you be willing to sell it to me for $102.50?",102.5,Bob,6,
,,Alice,6,RejectOffer
"I understand that you're trying to make one last offer, Bob, but I'm not willing to go any lower than $108. I've already compromised a lot, and I need to make sure I get a good price for the product. Would you be willing to meet me at $108?",108.0,Alice,7,
,,Bob,7,BuyFromJhon
