alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's split fairly!,Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Your offer was generous, but this time I need a little more. How about we try a slightly different split?",Bob,2,
,,,Alice,2,reject
5800.0,4200.0,Meet me in the middle?,Alice,3,
,,,Bob,3,reject
4900.0,5100.0,"I'm willing to meet closer to the middle this time, but I still need a slight edge. This seems fair considering the inflation.",Bob,4,
,,,Alice,4,reject
5700.0,4300.0,"Getting closer, let's settle!",Alice,5,
,,,Bob,5,reject
5000.0,5000.0,"Okay Alice, let's make this simple. A clean 50/50 split.  The inflation is only getting worse for you, so take the deal while it's still on the table.",Bob,6,
,,,Alice,6,accept
