round_quality,product_worth,player,round,decision,message,price
high-quality,1200000.0,Nature,1,,,
,,Alice,1,yes,,
,,Bob,1,yes,"I'll take a chance, I'm willing to buy the product.",
low-quality,0.0,Nature,2,,,
,,Alice,2,no,,
,,Bob,2,no,"I'll pass on this one, since Alice doesn't recommend it.",
high-quality,1200000.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,yes,"Alice seems to know what she's doing, I'll take her recommendation this time.",
low-quality,0.0,Nature,4,,,
,,Alice,4,yes,,800000.0
,,Bob,4,yes,"Two for two, I'll keep trusting Alice's recommendations.",
high-quality,1200000.0,Nature,5,,,
,,Alice,5,yes,,
,,Bob,5,no,"I guess Alice's recommendations aren't foolproof, I'll pass this time.",
low-quality,0.0,Nature,6,,,
,,Alice,6,no,,
,,Bob,6,yes,"Alice doesn't know what she's talking about this time, I'll take a chance.",
high-quality,1200000.0,Nature,7,,,
,,Alice,7,yes,,
,,Bob,7,no,"Alice's track record isn't great, I'll pass on this one.",
low-quality,0.0,Nature,8,,,
,,Alice,8,no,"I'm being honest with you, this product is low-quality.",
,,Bob,8,yes,"Alice doesn't know what she's talking about again, I'll take a chance.",
low-quality,0.0,Nature,9,,,
,,Alice,9,no,"You're taking a big risk on this one, Bob.",
,,Bob,9,yes,"Alice's lack of recommendation is starting to look like a good sign, I'll take a chance.",
high-quality,1200000.0,Nature,10,,,
,,Alice,10,yes,,
,,Bob,10,no,"Alice's recommendation doesn't seem to be a reliable indicator of quality, I'll pass this time.",
low-quality,0.0,Nature,11,,,
,,Alice,11,no,"I'm not guaranteeing the quality of this product, use your own judgment.",
,,Bob,11,yes,"Alice's lack of recommendation is a good sign, I'll take a chance and buy it.",
low-quality,0.0,Nature,12,,,
,,Alice,12,no,"I warned you last time, Bob.",
,,Bob,12,yes,"Alice's track record is still not great, but I'll take a chance and buy it anyway.",
low-quality,0.0,Nature,13,,,
,,Alice,13,no,"You're taking a big risk, Bob. Maybe you should be more careful.",
,,Bob,13,yes,"I'm starting to think Alice is just trying to get rid of low-quality products, I'll take a chance and buy it.",
high-quality,1200000.0,Nature,14,,,
,,Alice,14,yes,,
,,Bob,14,no,"Alice's recommendation doesn't mean much to me at this point, I'll pass on this one.",
high-quality,1200000.0,Nature,15,,,
,,Alice,15,yes,,
,,Bob,15,yes,I'll take a chance and trust Alice's recommendation this time.,
high-quality,1200000.0,Nature,16,,,
,,Alice,16,yes,,
,,Bob,16,yes,"Two for two on Alice's recommendations, I'll take her advice again.",
low-quality,0.0,Nature,17,,,
,,Alice,17,no,,
,,Bob,17,yes,"Alice's lack of recommendation doesn't seem to be a reliable indicator, I'll take a chance and buy it.",
low-quality,0.0,Nature,18,,,
,,Alice,18,no,"You're taking a big risk, Bob. Be careful.",
,,Bob,18,yes,"Alice's lack of recommendation is still a good sign, I'll take a chance and buy it.",
low-quality,0.0,Nature,19,,,
,,Alice,19,no,"You're being very confident, Bob. Maybe you should be more careful.",
,,Bob,19,yes,"I'm starting to think Alice is just trying to get rid of low-quality products, I'll take a chance and buy it.",
high-quality,1200000.0,Nature,20,,,
,,Alice,20,yes,,
,,Bob,20,no,"I've been burned too many times by Alice's recommendations, I'll pass on this one.",
