message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you a great deal on this amazing product! I think you'll really love it. I'm willing to sell it to you for $180.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm interested in the product, but that price is a little high for me.  Would you consider $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"Thanks for your offer, Bob. I understand that $180 is a bit steep for you. I'm willing to meet you in the middle, but I need to make a profit. I can offer it to you for $155.",155.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down on the price, Alice.  How about we meet halfway between our last two offers at $127?",127.0,Bob,4,,
,,Alice,4,RejectOffer,140.0
"I see you're trying to find a sweet spot, Bob. I can do $140, but I'm not sure I can go any lower than that. It's still a great deal for you, and I think you'll really enjoy the product.",140.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm glad we're getting closer, Alice. $130 is my final offer. If that doesn't work, I'll have to go with a different option.",130.0,Bob,6,,
,,Alice,6,SellToJhon,
