alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's split it fairly, I'll take the majority but it's still a good deal for you",Alice,1,
,,,Bob,1,reject
50.0,50.0,"Meet me in the middle, no need to negotiate",Bob,2,
,,,Alice,2,reject
55.0,45.0,"I'll give you a slightly better deal, but I still think I deserve a bit more",Alice,3,
,,,Bob,3,reject
40.0,60.0,"I'm willing to take a bit less, but I think I deserve more than 40%",Bob,4,
,,,Alice,4,reject
52.0,48.0,"I'll give you a slightly better deal, but I still think I deserve a bit more",Alice,5,
,,,Bob,5,reject
30.0,70.0,"I'm taking a firmer stance, you're not getting more than 30%",Bob,6,
,,,Alice,6,reject
50.0,50.0,"Let's meet in the middle again, but this time I'll give you a slightly better deal",Alice,7,
,,,Bob,7,accept
