message,product_price,player,round,decision,new_offer
"Hi Bob, I have a great product that I think you'll love. I'm willing to sell it to you for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer, but that's a bit too steep for me.  Would you consider $90?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"Hi Bob, I can see you're interested in the product, but $90 is a bit low for me. I can do $110, which is my best price for now.",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"Hi Alice, I appreciate you working with me on the price. How about we meet in the middle at $100?",100.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"Hi Bob, I can see you're willing to meet me in the middle, but I was thinking more along the lines of $115. It's still a great price for a fantastic product!",115.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, thanks for the offer.  To be honest, anything over $100 is pushing it for me.  I'm willing to do $102 if that works for you.",102.0,Bob,6,,
,,Alice,6,RejectOffer,108.0
"Hi Bob, I'm willing to meet you at $102, but I'd like to get a bit closer to my target price. How about we do $108? It's still a great deal for you, and I think you'll love the product.",108.0,Alice,7,,
,,Bob,7,RejectOffer,
"Alice, I'm trying my best to make this work, but $108 is still a little too high for me. Would you be willing to settle at $105?",105.0,Bob,8,,
,,Alice,8,RejectOffer,110.0
"Hi Bob, I can see you're making a serious effort to make this work. I'm willing to meet you at $105, but I'd like to get a bit closer to my target price. How about we do $110? It's my final offer, and I think you'll really appreciate the product.",110.0,Alice,9,,
,,Bob,9,AcceptOffer,
