alice_gain,bob_gain,message,player,round,decision
8000.0,2000.0,"Fair split, let's start with a good base",Alice,1,
,,,Bob,1,reject
5000.0,5000.0,Let's split it evenly.  A fair start for both of us.,Bob,2,
,,,Alice,2,reject
7000.0,3000.0,"I'll give you a slightly better deal, but I still think I deserve more",Alice,3,
,,,Bob,3,reject
4000.0,6000.0,Let's try a 60/40 split. I think it's fair considering we both had the opportunity to take the lead.,Bob,4,
,,,Alice,4,reject
6000.0,4000.0,"I'll give you a slightly better deal, but I'm still not willing to give up too much",Alice,5,
,,,Bob,5,accept
