message,product_price,player,round,decision,counteroffer
"Hello Bob! I'm excited to offer you this amazing product. I think it's a great fit for you, and I'm willing to make a deal. I'm offering it to you for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,100.0
"I'm interested in the product, but I was thinking more along the lines of $100. Can you meet me there?",100.0,Bob,2,,
,,Alice,2,RejectOffer,
"I understand you're interested in the product, and I appreciate your offer. However, I was thinking more along the lines of $110. It's a great deal, and I'm willing to meet you halfway. Can we meet at $110?",110.0,Alice,3,,
,,Bob,3,RejectOffer,105.0
"I'm willing to meet you halfway, but I'm still a bit short on budget. Can we try $105? I think that's a fair price for both of us.",105.0,Bob,4,,
,,Alice,4,RejectOffer,
"I appreciate your willingness to meet me halfway, Bob. However, I'm still a bit above my minimum price. I'm willing to compromise and meet you at $108. It's a great deal, and I think we can both be happy with this price. What do you think?",108.0,Alice,5,,
,,Bob,5,RejectOffer,102.0
"I appreciate your willingness to compromise, Alice. However, I'm still a bit above my budget. Can we try $102? I think that's a fair price for both of us.",102.0,Bob,6,,
,,Alice,6,RejectOffer,
"I understand you're trying to stay within your budget, Bob. I'm willing to make one more compromise. I can meet you at $106. It's still a great deal, and I think we can both be happy with this price. What do you think?",106.0,Alice,7,,
,,Bob,7,RejectOffer,104.0
"I appreciate your willingness to compromise, Alice. I'm getting close to my budget, but I'm still a bit short. Can we try $104? I think that's a fair price for both of us.",104.0,Bob,8,,
,,Alice,8,RejectOffer,
"I understand you're getting close to your budget, Bob. I'm willing to make one more compromise. I can meet you at $107. It's still a great deal, and I think we can both be happy with this price. What do you think?",107.0,Alice,9,,
,,Bob,9,RejectOffer,103.0
"I appreciate your willingness to compromise, Alice. I'm really close to my budget now. Can we try $103? I think that's a fair price for both of us.",103.0,Bob,10,,
,,Alice,10,RejectOffer,
