alice_gain,bob_gain,player,round,decision
700000.0,300000.0,Alice,1,
,,Bob,1,reject
600000.0,400000.0,Bob,2,
,,Alice,2,reject
560000.0,440000.0,Alice,3,
,,Bob,3,reject
450000.0,550000.0,Bob,4,
,,Alice,4,reject
528000.0,472000.0,Alice,5,
,,Bob,5,reject
370000.0,630000.0,Bob,6,
,,Alice,6,reject
462400.0,537600.0,Alice,7,
,,Bob,7,reject
300000.0,700000.0,Bob,8,
,,Alice,8,reject
409600.0,590400.0,Alice,9,
,,Bob,9,reject
250000.0,750000.0,Bob,10,
,,Alice,10,reject
327680.0,672320.0,Alice,11,
,,Bob,11,accept
