message,product_price,player,round,decision,new_price
"Hello Bob, I have a great product that I think you'll really like. I'm willing to sell it to you for $100.",100.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. That's a bit steep for me.  I'm willing to pay $70 for it.",70.0,Bob,2,,
,,Alice,2,RejectOffer,90.0
"I understand you're looking for a better deal, Bob. I can do $90, but I'm not sure I can go any lower than that.",90.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down, Alice.  $90 is still a little more than I'm comfortable with. How about $85?",85.0,Bob,4,,
,,Alice,4,RejectOffer,87.5
"I can see you're still interested, Bob. I can meet you halfway between $85 and $90, so I'm willing to sell it to you for $87.50.",87.5,Alice,5,,
,,Bob,5,BuyFromJhon,
