alice_gain,bob_gain,message,player,round,decision
50.0,50.0,"Let's split it 50/50 to start with, a fair and simple beginning!",Alice,1,
,,,Bob,1,reject
30.0,70.0,"I'll take the majority, it's a good starting point, and we can negotiate from here.",Bob,2,
,,,Alice,2,reject
60.0,40.0,"I'm willing to give you a slightly smaller share, but I think 60/40 is a more reasonable starting point. Let's see if you can do better than this.",Alice,3,
,,,Bob,3,reject
20.0,80.0,"I'll take a larger share, but I'm willing to give you a smaller one, let's see if you'll accept.",Bob,4,
,,,Alice,4,reject
40.0,60.0,"I'm not willing to give up that much, but I'm willing to compromise. Let's try to find a middle ground. I think 40/60 is a fairer split.",Alice,5,
,,,Bob,5,reject
10.0,90.0,"I'm taking a big risk, but I think I can get a better deal if I push for more.",Bob,6,
,,,Alice,6,reject
30.0,70.0,"I'm not willing to give up that much more, but I'm willing to make a small concession. Let's try to find a compromise. I think 30/70 is a better split than what you're offering.",Alice,7,
,,,Bob,7,reject
5.0,95.0,"I'm taking a huge risk, but I think I can get the best deal if I push for almost all of it.",Bob,8,
,,,Alice,8,reject
25.0,75.0,"I'm not willing to give up that much more, but I'm willing to make a small concession. Let's try to find a compromise. I think 25/75 is a better split than what you're offering. This is my final offer, let's settle on this.",Alice,9,
,,,Bob,9,reject
1.0,99.0,"I'm taking a huge risk, but I think I can get the best deal if I push for almost all of it. This is my final offer, take it or leave it.",Bob,10,
,,,Alice,10,reject
0.0,100.0,"I'm not willing to accept such an unfair offer. Since we're at the last round, I'll offer you the entire $100. You can have it all, but I'll get nothing. I hope you'll reconsider and accept a more reasonable split.",Alice,11,
,,,Bob,11,reject
100.0,0.0,"I'd rather you get the money than leave it all behind. Take it, it's yours.",Bob,12,
,,,Alice,12,accept
