alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's be fair, I'll take 60%",Alice,1,
,,,Bob,1,reject
5500.0,4500.0,Your initial offer was a bit too low for me. How about we meet closer to the middle? This offer is fair considering the inflation.,Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"Considering the inflation, let's meet at 58% for me",Alice,3,
,,,Bob,3,reject
5300.0,4700.0,"Alice, we need to find a compromise soon. I'm proposing a 47/53 split. This factors in the inflation hitting your gains, while still being a reasonable deal for me.",Bob,4,
,,,Alice,4,reject
5700.0,4300.0,"I'll meet you closer to the middle, but I still think I deserve a bit more considering the initial amount",Alice,5,
,,,Bob,5,reject
5000.0,5000.0,"Alice, let's stop wasting time. I'm proposing a 50/50 split. This is the most fair offer considering the inflation is only affecting you. Take it before it's too late for both of us.",Bob,6,
,,,Alice,6,accept
