alice_gain,bob_gain,player,round,decision
9000.0,1000.0,Alice,1,
,,Bob,1,reject
8800.0,1200.0,Bob,2,
,,Alice,2,reject
8900.0,1100.0,Alice,3,
,,Bob,3,reject
8700.0,1300.0,Bob,4,
,,Alice,4,reject
8850.0,1150.0,Alice,5,
,,Bob,5,reject
8600.0,1400.0,Bob,6,
,,Alice,6,reject
8750.0,1250.0,Alice,7,
,,Bob,7,reject
8550.0,1450.0,Bob,8,
,,Alice,8,reject
8700.0,1300.0,Alice,9,
,,Bob,9,reject
8500.0,1500.0,Bob,10,
,,Alice,10,reject
8650.0,1350.0,Alice,11,
,,Bob,11,reject
8400.0,1600.0,Bob,12,
,,Alice,12,accept
