message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this amazing product. I think you'll really love it. Would you like to make an offer for it?",140.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm interested in the product but $140 is a bit steep for me. Would you consider $110?",110.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"I appreciate your interest in the product, Bob. I can do a bit better than that. How about $125?",125.0,Alice,3,,
,,Bob,3,RejectOffer,
"It's getting closer, Alice. How about we meet in the middle at $120?",120.0,Bob,4,,
,,Alice,4,RejectOffer,
"I'm getting close to your number, Bob. But I'm still a bit above the middle. How about $122.50?",122.5,Alice,5,,
,,Bob,5,AcceptOffer,
