product_price,player,round,decision
120.0,Alice,1,
,Bob,1,RejectOffer
100.0,Bob,2,
,Alice,2,RejectOffer
115.0,Alice,3,
,Bob,3,RejectOffer
110.0,Bob,4,
,Alice,4,RejectOffer
118.0,Alice,5,
,Bob,5,RejectOffer
108.0,Bob,6,
,Alice,6,RejectOffer
119.0,Alice,7,
,Bob,7,RejectOffer
105.0,Bob,8,
,Alice,8,RejectOffer
117.0,Alice,9,
,Bob,9,RejectOffer
102.0,Bob,10,
,Alice,10,RejectOffer
116.0,Alice,11,
,Bob,11,RejectOffer
98.0,Bob,12,
,Alice,12,RejectOffer
114.0,Alice,13,
,Bob,13,RejectOffer
95.0,Bob,14,
,Alice,14,RejectOffer
112.0,Alice,15,
,Bob,15,RejectOffer
90.0,Bob,16,
,Alice,16,RejectOffer
110.0,Alice,17,
,Bob,17,RejectOffer
85.0,Bob,18,
,Alice,18,RejectOffer
108.0,Alice,19,
,Bob,19,RejectOffer
80.0,Bob,20,
,Alice,20,RejectOffer
106.0,Alice,21,
,Bob,21,BuyFromJhon
