message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this amazing product. I think you'll really love it!",90.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer. While I'm interested, $90 is a bit steep for me. I'm willing to pay $85. Let me know what you think.",85.0,Bob,2,,
,,Alice,2,RejectOffer,92.5
"Thanks for your offer, Bob! I appreciate your interest in the product. I can see you're a serious buyer, but I need to make a profit. I'm willing to meet you halfway, but I need to get closer to my target. How about we meet at $92.50?",92.5,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to compromise, but $92.50 is still a bit more than I'm comfortable paying. How about we settle at $87.50?  This is a fair price for both of us, and I'm ready to finalize the purchase.",87.5,Bob,4,,
,,Alice,4,RejectOffer,90.0
"I understand you're trying to get a good deal, Bob, but I've already compromised quite a bit. I'm willing to meet you halfway again, but I need to make sure I'm not losing money on this deal. How about we meet at $90, which is my original offer, but with a slight discount for you?",90.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I appreciate your persistence, but $90 is still a bit high for me.  I'm confident that $88 is a fair price for both of us. It's a compromise, and I'm ready to close the deal at this price.",88.0,Bob,6,,
,,Alice,6,RejectOffer,91.0
"I can see you're serious about buying the product, Bob. I'm willing to make one more compromise. How about we meet at $91, which is just a dollar above your last offer?",91.0,Alice,7,,
,,Bob,7,RejectOffer,
"Alice, we're almost there. Let's split the difference - I'm willing to pay $89 for the product. This is a fair price for both of us and will allow us to finalize the deal. What do you say?",89.0,Bob,8,,
,,Alice,8,RejectOffer,92.0
"I appreciate your persistence, Bob! I'm willing to make one final concession. However, I've already compromised significantly, and I need to make sure I get a decent price for the product. I'm willing to meet you at $92, which is just 2 dollars above your last offer. This is my final offer, and I hope we can close the deal at this price.",92.0,Alice,9,,
,,Bob,9,BuyFromJhon,
