message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this amazing product. I think you'll really love it!",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $90. Is that something you'd be willing to consider?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're interested in the product, but I have to make a living. I can do $105, but that's as low as I can go.",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I'm still interested in the product, but $105 is a bit too high for me. I'm willing to meet you in the middle at $97.50. Can you consider that?",97.5,Bob,4,,
,,Alice,4,RejectOffer,100.0
"I can see you're really interested in the product, and I appreciate your willingness to negotiate. I can do $100.50, but that's as low as I can go. I'm willing to meet you halfway from $97.50, but I need to make a profit.",100.5,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit short of my budget. I'm willing to go up to $100, but no more. Can you meet me at $100?",100.0,Bob,6,,
,,Alice,6,RejectOffer,102.5
"I can see you're really close to making a decision, and I appreciate your willingness to negotiate. I can do $102.50, but that's the absolute max I can go. I'm not making any more concessions after this.",102.5,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your final offer, but I'm still a bit short of my budget. I'm willing to meet you at $100, but I'm starting to get a bit frustrated with the back-and-forth. Can you really not meet me at $100?",100.0,Bob,8,,
,,Alice,8,SellToJhon,
