message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this amazing product for a great price! I think you'll really love it.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $100. Would you be willing to meet me halfway?",100.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand you're interested in the product, but I'm not sure I can meet you at $100. How about we compromise at $140? I'm willing to make a deal with you, but I need to make sure I'm getting a fair price for the product.",140.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to compromise, but I'm still a bit above my budget. Would you be willing to go down to $130?",130.0,Bob,4,,
,,Alice,4,RejectOffer,145.0
"I'm willing to meet you at $130, but I'd like to get a bit closer to my original price. How about we meet in the middle at $142.50? It's a fair compromise, and I think you'll be happy with the deal.",142.5,Alice,5,,
,,Bob,5,RejectOffer,
"I'm getting close to my budget, but I'm still not comfortable with $142.50. Would you be willing to go down to $135?",135.0,Bob,6,,
,,Alice,6,SellToJhon,
