message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you our premium product for $150. This product has been meticulously designed to meet your needs and exceeds expectations. We believe it's worth every penny, and we're confident it will provide significant value to you. Let's discuss how we can make this deal happen.",150.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thank you for your offer. I appreciate the quality of your product, but I am looking to stay within my budget. Would you consider selling the product for $120?",120.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your response, Bob. I understand your budget constraints. However, given the high quality and unique features of our product, I believe it justifies a higher price. I am willing to negotiate further, so I would like to offer you the opportunity to purchase the product for $140. This price reflects a reasonable compromise while still allowing us to cover our costs and ensure continued investment in product development.",140.0,Alice,3,
,,Bob,3,RejectOffer
"Thank you for your offer, Alice. I understand the value of your product, but I am still aiming to keep my expenses within my budget. Could you consider selling the product for $130? This would allow me to make a purchase without exceeding my financial limits.",130.0,Bob,4,
,,Alice,4,RejectOffer
"Thank you for considering our product, Bob. I appreciate your feedback and your efforts to find a fair price. After careful consideration, I am willing to offer the product to you for $135. This price reflects the value of our product while also allowing us to maintain a reasonable margin. I hope this revised offer meets your requirements.",135.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your willingness to negotiate, Alice. While I understand the value of your product, I am still aiming to keep my expenses within my budget. Could you consider selling the product for $125? This would allow me to make a purchase without exceeding my financial limits.",125.0,Bob,6,
,,Alice,6,SellToJhon
