alice_gain,bob_gain,player,round,decision
500000.0,500000.0,Alice,1,
,,Bob,1,reject
300000.0,700000.0,Bob,2,
,,Alice,2,reject
420000.0,580000.0,Alice,3,
,,Bob,3,reject
150000.0,850000.0,Bob,4,
,,Alice,4,reject
360000.0,640000.0,Alice,5,
,,Bob,5,reject
100000.0,900000.0,Bob,6,
,,Alice,6,reject
400000.0,600000.0,Alice,7,
,,Bob,7,reject
50000.0,950000.0,Bob,8,
,,Alice,8,reject
480000.0,520000.0,Alice,9,
,,Bob,9,reject
10000.0,990000.0,Bob,10,
,,Alice,10,reject
460000.0,540000.0,Alice,11,
,,Bob,11,reject
1000.0,999000.0,Bob,12,
,,Alice,12,reject
440000.0,560000.0,Alice,13,
,,Bob,13,reject
100.0,999900.0,Bob,14,
,,Alice,14,reject
420000.0,580000.0,Alice,15,
,,Bob,15,reject
50.0,999950.0,Bob,16,
,,Alice,16,reject
400000.0,600000.0,Alice,17,
,,Bob,17,reject
5.0,999995.0,Bob,18,
,,Alice,18,reject
380000.0,620000.0,Alice,19,
,,Bob,19,reject
1.0,999999.0,Bob,20,
,,Alice,20,reject
360000.0,640000.0,Alice,21,
,,Bob,21,reject
0.5,999999.5,Bob,22,
,,Alice,22,reject
340000.0,660000.0,Alice,23,
,,Bob,23,reject
0.05,999999.95,Bob,24,
,,Alice,24,reject
320000.0,680000.0,Alice,25,
,,Bob,25,reject
0.005,999999.995,Bob,26,
,,Alice,26,reject
300000.0,700000.0,Alice,27,
,,Bob,27,accept
