alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's split it 50/50, a fair start!",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"I'll give you a slightly better offer, but I'm still keeping a slight edge.",Bob,2,
,,,Alice,2,reject
420000.0,580000.0,"I'll give you a slightly better offer, but I still want a bit more!",Alice,3,
,,,Bob,3,reject
350000.0,650000.0,"I'm willing to compromise, but I'm not giving up too much yet.",Bob,4,
,,,Alice,4,reject
380000.0,620000.0,"I'm willing to meet you halfway, but I'm not giving up too much yet!",Alice,5,
,,,Bob,5,reject
300000.0,700000.0,"I'm getting closer to my goal, but I'm still not giving up too much.",Bob,6,
,,,Alice,6,reject
320000.0,680000.0,"I'm getting desperate, but I'm still holding out for a better deal!",Alice,7,
,,,Bob,7,reject
250000.0,750000.0,"I'm getting close to my goal, but I'm willing to make a slight concession.",Bob,8,
,,,Alice,8,reject
280000.0,720000.0,"I'm running out of options, but I'm still holding out for a better deal!",Alice,9,
,,,Bob,9,reject
200000.0,800000.0,"I'm almost there, but I'm willing to make a slight concession to get this over with.",Bob,10,
,,,Alice,10,accept
