message,product_price,player,round,decision,new_offer
"Hello Bob, I'm excited to offer you this great product! I think you'll really love it. Would you like to buy it from me for $90?",90.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice!  That's a bit outside my budget though.  Would you consider $70?",70.0,Bob,2,,
,,Alice,2,RejectOffer,85.0
"I understand you're on a tight budget, Bob, but I think the product is worth a bit more than that. I'm willing to meet you in the middle at $82.50",82.5,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me, Alice.  How about we split the difference and do $76?",76.0,Bob,4,,
,,Alice,4,RejectOffer,80.0
"I'm glad we're close, Bob! I think $80 is a fair price for this product. I'm willing to sell it to you for $80, which is the minimum I'm willing to accept.",80.0,Alice,5,,
,,Bob,5,AcceptOffer,
