message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this great product. I think you'll really like it. I'm willing to sell it to you for $110.",110.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice.  I'm interested in the product, but $110 is a bit higher than I'd like to pay.  How about $105?",105.0,Bob,2,,
,,Alice,2,RejectOffer,115.0
"I understand you're looking for a good deal, Bob. I'm willing to meet you halfway. I can offer you the product for $112.50.",112.5,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to negotiate, but $112.50 is still a bit more than I'm comfortable with.  Let's try $107.50.  That's a good compromise and we can both walk away happy.",107.5,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I see you're getting closer to my target, Bob. I'm willing to make a slight adjustment. I can offer you the product for $109.25.",109.25,Alice,5,,
,,Bob,5,AcceptOffer,
