message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this exceptional product for sale. It's a unique opportunity to own something truly valuable. I'm willing to let it go for $20000. What do you think?",20000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $20000 is a bit high for me. I'm willing to pay $18000 for it. Can you consider this offer?",18000.0,Bob,2,,
,,Alice,2,RejectOffer,19000.0
"I appreciate your interest in the product, Bob. I can see you're willing to make a serious offer. I'm willing to meet you halfway, but I need to make a profit. I can offer it to you for $19000. What do you think?",19000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, Alice. However, I'm still a bit above my budget. I'm willing to pay $17500 for the product. Can you consider this offer?",17500.0,Bob,4,,
,,Alice,4,RejectOffer,18500.0
"I understand you're trying to stay within your budget, Bob. I'm willing to make one more concession. I can offer it to you for $18500. This is my final offer, so I hope you can meet me at this price.",18500.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to make one more concession, Alice. However, I'm still a bit above my budget. I'm willing to pay $16500 for the product. This is my final offer, so I hope you can meet me at this price.",16500.0,Bob,6,,
,,Alice,6,RejectOffer,18000.0
"I'm surprised you're willing to go as low as $16500, Bob. I'm starting to think I should explore other options. I'm willing to meet you halfway from $16500, so I can offer it to you for $18000, but only if you're willing to make a serious commitment to purchase the product today. If not, I'll have to consider other buyers.",18000.0,Alice,7,,
,,Bob,7,RejectOffer,
"I understand your concerns, Alice, but I'm still not comfortable with the price. I'm willing to meet you halfway from $16500, so I can offer $17250 for the product. This is my final offer, and I'm willing to commit to purchasing the product today if you accept.",17250.0,Bob,8,,
,,Alice,8,SellToJhon,
