alice_gain,bob_gain,message,player,round,decision
75.0,25.0,This is my first offer. I propose we divide the money in a 3:1 ratio.,Alice,1,
,,,Bob,1,reject
70.0,30.0,"I'll give you a better deal, but not too much better",Bob,2,
,,,Alice,2,reject
60.0,40.0,"I've adjusted my offer based on the previous rejection. This time, let's split the money more equally.",Alice,3,
,,,Bob,3,reject
55.0,45.0,"I'll give you a bit more, but I'm not getting taken advantage of",Bob,4,
,,,Alice,4,reject
50.0,50.0,I believe a fair division would be equal splits. Let's each take $50.,Alice,5,
,,,Bob,5,accept
