alice_gain,bob_gain,player,round,decision
750000.0,250000.0,Alice,1,
,,Bob,1,reject
500000.0,500000.0,Bob,2,
,,Alice,2,reject
612500.0,387500.0,Alice,3,
,,Bob,3,reject
550000.0,450000.0,Bob,4,
,,Alice,4,reject
535937.0,464063.0,Alice,5,
,,Bob,5,reject
500000.0,500000.0,Bob,6,
,,Alice,6,reject
517749.0,482251.0,Alice,7,
,,Bob,7,reject
500000.0,500000.0,Bob,8,
,,Alice,8,reject
508474.0,491526.0,Alice,9,
,,Bob,9,reject
500000.0,500000.0,Bob,10,
,,Alice,10,reject
504207.0,495793.0,Alice,11,
,,Bob,11,reject
500000.0,500000.0,Bob,12,
,,Alice,12,accept
