alice_gain,bob_gain,player,round,decision
700000.0,300000.0,Alice,1,
,,Bob,1,reject
200000.0,800000.0,Bob,2,
,,Alice,2,reject
640000.0,360000.0,Alice,3,
,,Bob,3,reject
100000.0,900000.0,Bob,4,
,,Alice,4,reject
627200.0,372800.0,Alice,5,
,,Bob,5,reject
50000.0,950000.0,Bob,6,
,,Alice,6,reject
605888.0,394112.0,Alice,7,
,,Bob,7,reject
10000.0,990000.0,Bob,8,
,,Alice,8,reject
600704.0,399296.0,Alice,9,
,,Bob,9,reject
5000.0,995000.0,Bob,10,
,,Alice,10,reject
598496.0,401504.0,Alice,11,
,,Bob,11,reject
1000.0,999000.0,Bob,12,
,,Alice,12,accept
