message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm offering you my product for $95. It's a great deal for you, as it's worth $100 to you. What do you think?",95.0,Alice,1,,
,,Bob,1,RejectOffer,80.0
"I appreciate your time, Alice. I've done some research and I think the product is worth $80 to me. Would you be willing to sell it to me for $82?",82.0,Bob,2,,
,,Alice,2,RejectOffer,
"Bob, I understand you're looking for a good deal, but $82 is just a bit too low for me. I'm willing to come down to $90.  This is still a great value for you considering the product's worth to you. Let's see if we can find some common ground.",90.0,Alice,3,,
,,Bob,3,RejectOffer,87.0
"I'm getting closer to what I'm willing to pay, Alice. I'd be willing to pay $87 for the product. Can you meet me at this price?",87.0,Bob,4,,
,,Alice,4,RejectOffer,
"Bob, I appreciate you're trying to find a compromise. Let's split the difference. I'm happy to sell the product to you for $89. It's a fair price for both of us. What do you say?",89.0,Alice,5,,
,,Bob,5,RejectOffer,86.0
"Alice, I appreciate your flexibility, but I'm still a bit away from the price I'm willing to pay. I'd be willing to pay $86 for the product. Can you meet me at this price?",86.0,Bob,6,,
,,Alice,6,RejectOffer,
"Bob, I'm starting to run out of time.  I'm willing to go down to $88 for the product. It's my final offer. If you're not interested at this price, I'll have to move on to another buyer. ",88.0,Alice,7,,
,,Bob,7,RejectOffer,85.0
"Alice, I understand you're running out of time, but I'm still not at a price I'm comfortable with. I'd be willing to pay $85 for the product. This is my final offer, so please let me know if you can accept it.",85.0,Bob,8,,
,,Alice,8,SellToJhon,
