message,product_price,player,round,decision,new_offer
"Hello Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to sell it to you for $180.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer Alice, but that's a bit steep for me.  Would you consider $80?",80.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I appreciate your offer, Bob, but I'm afraid I'm not willing to go that low. I'm willing to meet you halfway, though. How about $140?",140.0,Alice,3,,
,,Bob,3,RejectOffer,
"I understand you're looking for a higher price, Alice, and I'm willing to move a bit. Would you be open to $95?",95.0,Bob,4,,
,,Alice,4,RejectOffer,145.0
"I appreciate your willingness to move, Bob, but I'm still a bit higher than $95. I'm willing to compromise, though. How about $135?",135.0,Alice,5,,
,,Bob,5,BuyFromJhon,
