product_price,player,round,decision
150.0,Alice,1,
,Bob,1,RejectOffer
130.0,Bob,2,
,Alice,2,RejectOffer
145.0,Alice,3,
,Bob,3,RejectOffer
135.0,Bob,4,
,Alice,4,RejectOffer
140.0,Alice,5,
,Bob,5,RejectOffer
137.0,Bob,6,
,Alice,6,RejectOffer
142.0,Alice,7,
,Bob,7,RejectOffer
138.0,Bob,8,
,Alice,8,RejectOffer
141.0,Alice,9,
,Bob,9,RejectOffer
139.0,Bob,10,
,Alice,10,RejectOffer
140.5,Alice,11,
,Bob,11,RejectOffer
139.5,Bob,12,
,Alice,12,RejectOffer
140.25,Alice,13,
,Bob,13,RejectOffer
139.75,Bob,14,
,Alice,14,RejectOffer
140.125,Alice,15,
,Bob,15,RejectOffer
139.9,Bob,16,
,Alice,16,RejectOffer
140.0625,Alice,17,
,Bob,17,RejectOffer
139.95,Bob,18,
,Alice,18,RejectOffer
140.03125,Alice,19,
,Bob,19,RejectOffer
139.98,Bob,20,
,Alice,20,RejectOffer
140.015625,Alice,21,
,Bob,21,RejectOffer
139.99,Bob,22,
,Alice,22,RejectOffer
140.0078125,Alice,23,
,Bob,23,RejectOffer
140.0,Bob,24,
,Alice,24,AcceptOffer
