message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this amazing product! I think you'll love it. Would you like to make an offer for it?",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer. I'm interested in the product, but $150 is a bit high for me right now. I'd be willing to pay $125 for it.  Let me know what you think.",125.0,Bob,2,,
,,Alice,2,RejectOffer,135.0
"Hi Bob, thanks for your offer. I appreciate your interest in the product. I'm willing to meet you in the middle, but I need to make a profit. Would you be willing to pay $137.50 for it?",137.5,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you coming down a bit. $137.50 is still a little more than I'm comfortable with right now. How about we settle on $130? It's a fair compromise and we can both walk away happy.",130.0,Bob,4,,
,,Alice,4,RejectOffer,140.0
"Hi Bob, I understand you're trying to find a compromise, but I need to make a profit. I'm willing to meet you at $135, but I'm not going any lower than that. What do you think?",135.0,Alice,5,,
,,Bob,5,AcceptOffer,
