alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Fair 60-40 split,Alice,1,
,,,Bob,1,reject
4000.0,6000.0,Let's start with a 60-40 split in my favor. I believe this is a fair way to begin the negotiation.,Bob,2,
,,,Alice,2,reject
5800.0,4200.0,Meet in the middle,Alice,3,
,,,Bob,3,reject
4500.0,5500.0,"I'm willing to compromise, but I still need a larger share. Let's split it 55-45, recognizing the inflation we're facing.",Bob,4,
,,,Alice,4,reject
5600.0,4400.0,"Getting closer, let's settle",Alice,5,
,,,Bob,5,accept
