message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this amazing product! I think you'll really love it. Would you like to buy it from me for $120?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for the offer, Alice. I appreciate the product, but I was hoping to find something within my budget. Could you consider offering it at $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're on a budget, Bob! I can definitely work with you on the price. However, I need to make a profit, so I can offer it to you for $110. Is that something you'd be interested in?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"Hello Alice, thank you for adjusting the price. I appreciate it. Would you consider $105 for the product?",105.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I'm glad we're getting closer to a deal, Bob! I can see you're serious about getting this product, so I'm willing to meet you halfway. I can offer it to you for $115. Is that something you'd be willing to go for?",115.0,Alice,5,,
,,Bob,5,RejectOffer,
"Thanks for your offer, Alice. I'm willing to pay $110 for the product.",110.0,Bob,6,,
,,Alice,6,RejectOffer,112.5
"I think we're really close now, Bob! I can see you're making a serious effort to get the product. I'm willing to meet you at $112.50. That's the lowest I can go, but I think it's a fair price for both of us. What do you think?",112.5,Alice,7,,
,,Bob,7,AcceptOffer,
