alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,"Let's start with a fair deal. I'll take 90%, you get 10%. We can negotiate further if you'd like.",Alice,1,
,,,Bob,1,reject
500000.0,500000.0,"Let's split it evenly. It's a fair start, and we can both get a good amount.",Bob,2,
,,,Alice,2,reject
800000.0,200000.0,"I'm willing to go down a bit, but I'd still like to get the majority. 80/20 is a good compromise, what do you think?",Alice,3,
,,,Bob,3,reject
550000.0,450000.0,"I'm willing to compromise, but I need a larger share to make it worthwhile for me. Let's split it 45/55. This way, we both get a decent amount, and we can avoid further negotiation.",Bob,4,
,,,Alice,4,reject
700000.0,300000.0,"I'm still willing to negotiate, but I need to get a larger share for this to be worth it for me.  70/30 is a fair offer, considering the inflation.",Alice,5,
,,,Bob,5,reject
600000.0,400000.0,"We're running out of time, and the inflation is hurting my share. Let's meet in the middle and split it 40/60. I'm willing to accept a smaller share to avoid losing everything.",Bob,6,
,,,Alice,6,accept
