alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's split it 50/50, a fair start!",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"I'll give you 400k, but I want a bit more for myself",Bob,2,
,,,Alice,2,reject
450000.0,550000.0,"I'll give you a bit more, but I still want a fair share",Alice,3,
,,,Bob,3,reject
350000.0,650000.0,"I'll give you a smaller share, but I'm getting closer to my goal",Bob,4,
,,,Alice,4,reject
420000.0,580000.0,"I'll give you a bit more, but I'm not going to give up yet",Alice,5,
,,,Bob,5,reject
300000.0,700000.0,"I'll give you a smaller share, but I'm getting closer to my goal",Bob,6,
,,,Alice,6,reject
380000.0,620000.0,"I'll give you a bit more, but I'm not giving up on a fair share",Alice,7,
,,,Bob,7,accept
