message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you a unique and valuable product that I think you'll really appreciate. Would you like to purchase it from me for $120?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $80. Would you be willing to sell it to me for that price?",80.0,Bob,2,,
,,Alice,2,RejectOffer,100.0
"I appreciate your interest in the product, Bob! However, I'm not sure I can go as low as $80. I'm willing to meet you halfway, so how about $110?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit above my budget. Would you be willing to sell it to me for $90?",90.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I'm glad we're close, Bob! However, I'm still a bit above $90. How about we meet at $105?",105.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm getting close to my budget, but I'm still a bit above. Would you be willing to sell it to me for $95?",95.0,Bob,6,,
,,Alice,6,RejectOffer,100.0
"I think we're really close now, Bob! I'm willing to make one more concession. How about we meet at $98?",98.0,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your willingness to make concessions, but I'm still a bit above my budget. Would you be willing to sell it to me for $96?",96.0,Bob,8,,
,,Alice,8,RejectOffer,97.0
"I think we're getting very close now, Bob! I'm willing to meet you at $97. This is my final offer, so please let me know if it's acceptable to you.",97.0,Alice,9,,
,,Bob,9,BuyFromJhon,
