alice_gain,bob_gain,message,player,round,decision
8000.0,2000.0,Accept this fair offer and let's end the game!,Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"Take it or leave it, I'm not budging!",Bob,2,
,,,Alice,2,reject
2400.0,7600.0,"You're being greedy, Bob! I'm willing to compromise.",Alice,3,
,,,Bob,3,reject
4500.0,5500.0,"I'll give you a bit more, but don't think this is the end!",Bob,4,
,,,Alice,4,reject
1200.0,8800.0,"I'm getting desperate, Bob. This is my last offer.",Alice,5,
,,,Bob,5,reject
5800.0,4200.0,"You're getting close to giving in, Alice. Don't be stubborn!",Bob,6,
,,,Alice,6,reject
400.0,9600.0,"I'm almost out of options, Bob. This is my final stand.",Alice,7,
,,,Bob,7,reject
7000.0,3000.0,"You're really running out of time, Alice. Don't make me take everything!",Bob,8,
,,,Alice,8,accept
