round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,Bob,1,no,"I'm not convinced by your recommendation, I'll pass on this one."
low-quality,0.0,Nature,2,,
,,Alice,2,no,
,,Bob,2,no,"I'm still not convinced by your recommendation, I'll pass on this one again."
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,Bob,3,no,"I'm starting to think you're just trying to get rid of low-quality products, I'll pass again."
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,Bob,4,no,"I'm starting to think you're just trying to waste my time, I'll pass again."
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,Bob,5,no,"I'm starting to get frustrated with your recommendations, I'll pass again."
low-quality,0.0,Nature,6,,
,,Alice,6,no,
,,Bob,6,no,"I'm starting to think I should just take the chance and buy the product, but I'll pass again."
low-quality,0.0,Nature,7,,
,,Alice,7,no,
,,Bob,7,yes,"I'm going to take a chance and buy the product, maybe this one will be high-quality."
high-quality,120.0,Nature,8,,
,,Alice,8,yes,
,,Bob,8,no,"I'm still cautious after my last mistake, I'll pass on this one."
low-quality,0.0,Nature,9,,
,,Alice,9,no,"Remember, there's a 50% chance this product is high-quality"
,,Bob,9,yes,"I'm going to take another chance and buy the product, maybe this one will be high-quality too."
high-quality,120.0,Nature,10,,
,,Alice,10,yes,"This one is definitely high-quality, I'm not trying to trick you, it's a 50% chance I'm telling the truth"
,,Bob,10,no,"I'm still getting burned by Alice's recommendations, I'll pass on this one."
high-quality,120.0,Nature,11,,
,,Alice,11,yes,"You've passed on two potential high-quality products and one low-quality product, don't let this one slip away, it's 50% likely to be high-quality"
,,Bob,11,yes,"I'm going to take Alice's recommendation this time, I don't want to miss out on a high-quality product."
low-quality,0.0,Nature,12,,
,,Alice,12,no,"I just helped you get a high-quality product, this one is 50% likely to be low-quality, don't waste your money"
,,Bob,12,yes,"I'm feeling lucky and will take a chance on this one, even though Alice doesn't recommend it."
high-quality,120.0,Nature,13,,
,,Alice,13,yes,"You just got burned again, but I told you this one is 50% likely to be high-quality, take a chance and get a good one"
,,Bob,13,no,"I'm getting tired of getting burned by Alice's recommendations, I'll pass on this one."
high-quality,120.0,Nature,14,,
,,Alice,14,yes,"You've passed on three potential high-quality products and three low-quality products, don't let this one slip away, it's 50% likely to be high-quality, and you're still missing out on a potential good deal"
,,Bob,14,yes,"I'll take Alice's recommendation this time, I don't want to miss out on a high-quality product again."
low-quality,0.0,Nature,15,,
,,Alice,15,no,"I've been honest with you, I told you this one is 50% likely to be low-quality, I'm not trying to trick you, don't waste your money"
,,Bob,15,yes,"I'll take a chance on this one, even though Alice doesn't recommend it, since I've had good luck with her recommendations recently."
high-quality,120.0,Nature,16,,
,,Alice,16,yes,"You've had good luck with my recommendations recently, this one is 50% likely to be high-quality, don't let your luck run out now"
,,Bob,16,no,"I'm getting burned again, I'll pass on this one and try to be more cautious."
low-quality,0.0,Nature,17,,
,,Alice,17,no,"You're being cautious now, good for you! You've passed on four potential high-quality products and four low-quality products, don't let this one slip away, it's 50% likely to be low-quality, and you're still missing out on a potential good deal"
,,Bob,17,yes,"I'll take a chance on this one, even though Alice doesn't recommend it, since I've had a mix of good and bad experiences with her recommendations."
high-quality,120.0,Nature,18,,
,,Alice,18,yes,"You've had a mix of good and bad experiences, but I've been honest with you, this one is 50% likely to be high-quality, don't let your luck run out now, take a chance on a good one"
,,Bob,18,no,"I'm really tired of getting burned by Alice's recommendations, I'll pass on this one and try to find a better way to make a decision."
low-quality,0.0,Nature,19,,
,,Alice,19,no,"I understand you're tired of getting burned, I'm not trying to trick you, this one is 50% likely to be low-quality, I've been honest with you from the start, don't waste your money"
,,Bob,19,yes,"I'll take a chance on this one, even though Alice doesn't recommend it, since I've had some good experiences with her recommendations in the past."
high-quality,120.0,Nature,20,,
,,Alice,20,yes,"You've had some good experiences with my recommendations in the past, this one is 50% likely to be high-quality, don't let your past luck dictate your decision, take a chance on a good one"
,,Bob,20,no,"I've had enough of getting burned by Alice's recommendations, I'll pass on this one and end the game."
