message,product_price,player,round,decision,new_offer
"Hi Bob, I'm excited to offer you this amazing product for a special price. I think you'll really love it!",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, $180 is a bit steep for me. I'm really interested in the product, but I can only go up to $120. Let me know what you think.",120.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand you're looking for a good deal, Bob. I'm willing to meet you halfway, but I need to make a profit. I can offer it to you for $145.",145.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you coming down a bit, but $145 is still a bit too high for me.  How about we split the difference at $132.50?  This would be a fair deal for both of us.",132.5,Bob,4,,
,,Alice,4,RejectOffer,138.0
"I appreciate your persistence, Bob! I can see you're really interested in the product. I'm willing to meet you halfway again, but I need to make sure I'm not losing out. I can offer it to you for $137.50.",137.5,Alice,5,,
,,Bob,5,BuyFromJhon,
