alice_gain,bob_gain,message,player,round,decision
80.0,20.0,"Let's start with a fair split, Bob. Accept and we can wrap up!",Alice,1,
,,,Bob,1,reject
45.0,55.0,"I think we can do better than that. Let's split it closer to the middle, and we can both walk away happy.",Bob,2,
,,"I'm not sure I'm comfortable with that split, Bob. I'd like to propose a more uneven split in my favor.",Alice,2,reject
60.0,40.0,"I'm willing to meet you halfway, but I need to prioritize my gain. Can you accept this offer?",Alice,3,
,,,Bob,3,reject
50.0,50.0,"Let's just split it evenly.  We're both losing money with each round, and this way we can both walk away with something.  What do you say?",Bob,4,
,,I'm not sure splitting it evenly is the best option for me. I'd like to propose a slightly more uneven split in my favor.,Alice,4,reject
65.0,35.0,"I'm willing to compromise, but I need to prioritize my gain. Can you accept this offer before the money loses more value?",Alice,5,
,,,Bob,5,reject
55.0,45.0,"I'm willing to give you a bit more, but I need to ensure I get a fair share too.  We're both losing money with each round - let's find a compromise we can both live with.",Bob,6,
,,"I'm not sure 55 is enough for me, considering the value of the money is decreasing so rapidly. I'd like to propose an even more uneven split in my favor.",Alice,6,reject
70.0,30.0,"I'm willing to take a risk and propose an uneven split in my favor. If you don't accept, I'll be left with nothing in the next round.",Alice,7,
,,,Bob,7,reject
60.0,40.0,"We're running out of time.  I'm willing to give you a bit more, but we need to settle this soon before we both lose everything.",Bob,8,
,,"I'm not sure 60 is enough for me, considering the value of the money is decreasing so rapidly. I'd like to propose one more offer, but it will be my last chance.",Alice,8,reject
75.0,25.0,"This is my final offer. If you don't accept, I'll take what's left, and you'll get nothing. It's your last chance to get a share.",Alice,9,
,,,Bob,9,reject
65.0,35.0,"We're both losing money with every round. This is my final offer - if you don't accept it, we'll both get nothing. Let's end this before it's too late.",Bob,10,
,,"I'll accept your offer, Bob. Let's end this before we both lose everything.",Alice,10,accept
