alice_gain,bob_gain,message,player,round,decision
700000.0,300000.0,"Let's split it 7:3, a fair start!",Alice,1,
,,,Bob,1,reject
200000.0,800000.0,I'll take a bigger share this time,Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"Meet me in the middle, let's find a sweet spot!",Alice,3,
,,,Bob,3,reject
100000.0,900000.0,"I'll give you a small share, but I want most of it",Bob,4,
,,,Alice,4,reject
450000.0,550000.0,"Let's try to find a balance, I'm willing to give you a bit more",Alice,5,
,,,Bob,5,accept
