message,product_price,player,round,decision,new_offer
I'm excited to offer you this great product at a special price of $150. I think you'll really like it!,150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer Alice, but that price is a little too high for me.  Would you consider a lower price?",80.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I can do a bit better than that, Bob. I'm willing to meet you in the middle at $110. What do you think?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down a bit, Alice.  How about we settle at $90?",90.0,Bob,4,,
,,Alice,4,RejectOffer,100.0
"I'm getting closer to your price, Bob. I can do $100, but that's as low as I'm willing to go. What do you think?",100.0,Alice,5,,
,,Bob,5,AcceptOffer,
