message,product_price,player,round,decision
"Hi Bob, I'm selling this amazing product that I think you'll love. I'm asking for $175 for it. Let me know what you think!",175.0,Alice,1,
,,Bob,1,RejectOffer
"I'm interested in the product, but I was thinking more along the lines of $120. Is that something you'd be willing to consider?",120.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your interest.  $120 is a bit too low for me.  How about we meet in the middle at $145?  It's a fair price for both of us.",145.0,Alice,3,
,,Bob,3,RejectOffer
"I'm still a bit below $145, how about $130? I'm willing to make a deal at this price.",130.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand you're trying to get a good deal, but $130 is still a bit too low for me.  Let's split the difference and go with $137.50.  This is my final offer.",137.5,Alice,5,
,,Bob,5,RejectOffer
"I'm still interested in the product, but I need to stay within my budget. How about $125?",125.0,Bob,6,
,,Alice,6,SellToJhon
