message,product_price,player,round,decision,counteroffer
I'm excited to offer you this amazing product! I think it's a great opportunity for you to own it for a fair price. I'm willing to sell it to you for $150.,150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for the offer, Alice. I appreciate the opportunity to purchase this product. However, my budget allows me to spend no more than $80 on it. Would you consider lowering the price?",80.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand that you're looking for a good deal, Bob. However, I've already lowered the price significantly from my initial offer. I'm willing to meet you in the middle at $125, which is a fair price considering the product's value to me.",125.0,Alice,3,,
,,Bob,3,RejectOffer,
"Thank you for your offer, Alice. I appreciate your willingness to negotiate. Given my budget constraints, could you consider selling the product for $95? This would allow me to make a reasonable purchase without exceeding my spending limit.",95.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I'm still open to finding a mutually beneficial price, Bob. I'm willing to compromise and meet you at $110, which is a bit higher than your last offer, but still a good deal for both of us.",110.0,Alice,5,,
,,Bob,5,RejectOffer,
"Thank you for your offer, Alice. I appreciate your flexibility. Considering my budget, could you please reconsider and lower the price to $100? This would be a fair compromise for both of us.",100.0,Bob,6,,
,,Alice,6,RejectOffer,115.0
"I'm getting close to my minimum price, Bob. I'm willing to meet you at $112.50, but I'm not willing to go any lower than that. This is a fair price considering the product's value to me.",112.5,Alice,7,,
,,Bob,7,BuyFromJhon,
